<?xml version="1.0" encoding="utf-8"?>
<ComparisonDefinition xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xmlns:xsd="http://www.w3.org/2001/XMLSchema">
  <Delimiter>,</Delimiter>
  <KeyColumns>
    <Column>COL A</Column>
  </KeyColumns>
  <HeaderRowIndex>0</HeaderRowIndex>
  <ToleranceValue>0.1</ToleranceValue>
  <IgnoreInvalidRows>false</IgnoreInvalidRows>
  <ToleranceType>Relative</ToleranceType>
</ComparisonDefinition>
Reference: C:\temp\ReferenceTest.csv
Target: C:\temp\CandidateTest.csv
Comparison took 679ms
Break Type,Key,Reference Row, Reference Value, Candidate Row, Candidate Value
ValueMismatch,59400,59401,10.5,59399,1.5
ValueMismatch,59500,59501,A,59499,B
ValueMismatch,59500,59501,32.1,59499,1.5
ValueMismatch,59600,59601,B,59599,C
ValueMismatch,59600,59601,G,59599,E
ValueMismatch,59700,59701,A,59699,C
ValueMismatch,59700,59701,10.5,59699,32.1
ValueMismatch,59800,59801,G,59799,F
ValueMismatch,59800,59801,32.1,59799,1.5
ValueMismatch,59900,59901,C,59899,A
ValueMismatch,59900,59901,E,59899,G
ValueMismatch,60000,60001,10.5,59999,1.5
ValueMismatch,60100,60101,B,60099,C
ValueMismatch,60100,60101,10.5,60099,1.5
ValueMismatch,60200,60201,E,60199,F
ValueMismatch,60300,60301,B,60299,A
ValueMismatch,60400,60401,A,60399,C
ValueMismatch,60400,60401,E,60399,F
ValueMismatch,60500,60501,E,60499,F
ValueMismatch,60600,60601,A,60599,B
ValueMismatch,60600,60601,F,60599,E
ValueMismatch,60700,60701,A,60699,B
ValueMismatch,60700,60701,E,60699,G
ValueMismatch,60700,60701,32.1,60699,10.5
ValueMismatch,60800,60801,C,60799,A
ValueMismatch,60800,60801,1.5,60799,10.5
ValueMismatch,60900,60901,A,60899,B
ValueMismatch,60900,60901,G,60899,F
ValueMismatch,60900,60901,10.5,60899,1.5
ValueMismatch,61000,61001,C,60999,B
ValueMismatch,61000,61001,F,60999,E
ValueMismatch,61100,61101,B,61099,A
ValueMismatch,61100,61101,F,61099,G
ValueMismatch,61100,61101,10.5,61099,32.1
ValueMismatch,61200,61201,C,61199,A
ValueMismatch,61200,61201,G,61199,E
ValueMismatch,61300,61301,A,61299,C
ValueMismatch,61300,61301,E,61299,G
ValueMismatch,61300,61301,1.5,61299,32.1
ValueMismatch,61400,61401,A,61399,B
ValueMismatch,61400,61401,E,61399,F
ValueMismatch,61400,61401,32.1,61399,10.5
ValueMismatch,61500,61501,C,61499,A
ValueMismatch,61500,61501,1.5,61499,32.1
ValueMismatch,61600,61601,C,61599,A
ValueMismatch,61600,61601,F,61599,E
ValueMismatch,61600,61601,32.1,61599,10.5
ValueMismatch,61700,61701,F,61699,E
ValueMismatch,61700,61701,1.5,61699,10.5
ValueMismatch,61800,61801,C,61799,A
ValueMismatch,61800,61801,E,61799,F
ValueMismatch,61900,61901,1.5,61899,10.5
ValueMismatch,62000,62001,B,61999,C
ValueMismatch,62000,62001,G,61999,E
ValueMismatch,62000,62001,10.5,61999,32.1
ValueMismatch,62100,62101,B,62099,A
ValueMismatch,62100,62101,1.5,62099,32.1
ValueMismatch,62200,62201,B,62199,A
ValueMismatch,62200,62201,F,62199,E
ValueMismatch,62200,62201,1.5,62199,32.1
ValueMismatch,62300,62301,B,62299,C
ValueMismatch,62300,62301,G,62299,E
ValueMismatch,62400,62401,A,62399,C
ValueMismatch,62400,62401,F,62399,G
ValueMismatch,62400,62401,32.1,62399,10.5
ValueMismatch,62500,62501,A,62499,B
ValueMismatch,62500,62501,F,62499,G
ValueMismatch,62500,62501,32.1,62499,1.5
ValueMismatch,62600,62601,B,62599,A
ValueMismatch,62600,62601,E,62599,F
ValueMismatch,62600,62601,32.1,62599,10.5
ValueMismatch,62700,62701,1.5,62699,10.5
ValueMismatch,62800,62801,A,62799,C
ValueMismatch,62800,62801,F,62799,G
ValueMismatch,62800,62801,32.1,62799,1.5
ValueMismatch,62900,62901,F,62899,E
ValueMismatch,62900,62901,1.5,62899,32.1
ValueMismatch,63000,63001,B,62999,C
ValueMismatch,63000,63001,E,62999,G
ValueMismatch,63000,63001,1.5,62999,32.1
ValueMismatch,63100,63101,G,63099,F
ValueMismatch,63100,63101,32.1,63099,10.5
ValueMismatch,63200,63201,B,63199,C
ValueMismatch,63200,63201,F,63199,G
ValueMismatch,63200,63201,10.5,63199,32.1
ValueMismatch,63300,63301,E,63299,G
ValueMismatch,63300,63301,10.5,63299,32.1
ValueMismatch,63400,63401,B,63399,C
ValueMismatch,63400,63401,E,63399,F
ValueMismatch,63400,63401,32.1,63399,1.5
ValueMismatch,63500,63501,B,63499,C
ValueMismatch,63500,63501,F,63499,E
ValueMismatch,63500,63501,10.5,63499,32.1
ValueMismatch,63600,63601,10.5,63599,1.5
ValueMismatch,63700,63701,F,63699,G
ValueMismatch,63900,63901,32.1,63899,10.5
ValueMismatch,64000,64001,E,63999,G
ValueMismatch,64000,64001,1.5,63999,10.5
ValueMismatch,64100,64101,A,64099,C
ValueMismatch,64100,64101,F,64099,E
ValueMismatch,64100,64101,32.1,64099,1.5
ValueMismatch,64300,64301,A,64299,B
ValueMismatch,64300,64301,G,64299,F
ValueMismatch,64300,64301,1.5,64299,10.5
ValueMismatch,64400,64401,A,64399,C
ValueMismatch,64400,64401,G,64399,E
ValueMismatch,64400,64401,1.5,64399,32.1
ValueMismatch,64500,64501,B,64499,A
ValueMismatch,64500,64501,G,64499,E
ValueMismatch,64600,64601,F,64599,G
ValueMismatch,64600,64601,10.5,64599,32.1
ValueMismatch,64700,64701,10.5,64699,32.1
ValueMismatch,64800,64801,C,64799,A
ValueMismatch,64900,64901,B,64899,A
ValueMismatch,64900,64901,E,64899,F
ValueMismatch,64900,64901,10.5,64899,32.1
ValueMismatch,65000,65001,A,64999,B
ValueMismatch,65000,65001,G,64999,F
ValueMismatch,65000,65001,10.5,64999,32.1
ValueMismatch,65100,65101,B,65099,A
ValueMismatch,65100,65101,G,65099,E
ValueMismatch,65100,65101,1.5,65099,32.1
ValueMismatch,65200,65201,C,65199,A
ValueMismatch,65200,65201,F,65199,G
ValueMismatch,65200,65201,1.5,65199,32.1
ValueMismatch,65300,65301,E,65299,F
ValueMismatch,65300,65301,32.1,65299,10.5
ValueMismatch,65400,65401,A,65399,B
ValueMismatch,65400,65401,E,65399,F
ValueMismatch,65500,65501,B,65499,C
ValueMismatch,65500,65501,E,65499,F
ValueMismatch,65700,65701,B,65699,C
ValueMismatch,65800,65801,C,65799,B
ValueMismatch,65800,65801,E,65799,F
ValueMismatch,65800,65801,32.1,65799,10.5
ValueMismatch,65900,65901,C,65899,B
ValueMismatch,65900,65901,G,65899,F
ValueMismatch,65900,65901,10.5,65899,1.5
ValueMismatch,66000,66001,B,65999,A
ValueMismatch,66000,66001,E,65999,F
ValueMismatch,66100,66101,1.5,66099,10.5
ValueMismatch,66200,66201,A,66199,C
ValueMismatch,66200,66201,E,66199,G
ValueMismatch,66200,66201,32.1,66199,1.5
ValueMismatch,66300,66301,C,66299,B
ValueMismatch,66300,66301,E,66299,F
ValueMismatch,66300,66301,32.1,66299,1.5
ValueMismatch,66400,66401,G,66399,E
ValueMismatch,66400,66401,32.1,66399,1.5
ValueMismatch,66500,66501,B,66499,A
ValueMismatch,66500,66501,E,66499,F
ValueMismatch,66600,66601,C,66599,B
ValueMismatch,66600,66601,E,66599,G
ValueMismatch,66600,66601,10.5,66599,1.5
ValueMismatch,66700,66701,A,66699,C
ValueMismatch,66700,66701,F,66699,G
ValueMismatch,66700,66701,1.5,66699,10.5
ValueMismatch,66800,66801,F,66799,E
ValueMismatch,66900,66901,B,66899,A
ValueMismatch,66900,66901,F,66899,E
ValueMismatch,66900,66901,10.5,66899,32.1
ValueMismatch,67000,67001,C,66999,A
ValueMismatch,67000,67001,32.1,66999,1.5
ValueMismatch,67100,67101,E,67099,G
ValueMismatch,67100,67101,1.5,67099,32.1
ValueMismatch,67300,67301,A,67299,B
ValueMismatch,67300,67301,F,67299,E
ValueMismatch,67300,67301,10.5,67299,1.5
ValueMismatch,67400,67401,C,67399,B
ValueMismatch,67400,67401,F,67399,G
ValueMismatch,67400,67401,10.5,67399,32.1
ValueMismatch,67500,67501,C,67499,A
ValueMismatch,67500,67501,G,67499,E
ValueMismatch,67500,67501,10.5,67499,32.1
ValueMismatch,67600,67601,B,67599,C
ValueMismatch,67600,67601,1.5,67599,32.1
ValueMismatch,67700,67701,1.5,67699,32.1
ValueMismatch,67800,67801,C,67799,B
ValueMismatch,67800,67801,F,67799,G
ValueMismatch,67900,67901,F,67899,E
ValueMismatch,67900,67901,32.1,67899,1.5
ValueMismatch,68000,68001,B,67999,A
ValueMismatch,68000,68001,E,67999,G
ValueMismatch,68100,68101,B,68099,C
ValueMismatch,68100,68101,F,68099,G
ValueMismatch,68200,68201,B,68199,A
ValueMismatch,68200,68201,E,68199,F
ValueMismatch,68200,68201,32.1,68199,10.5
ValueMismatch,68300,68301,A,68299,C
ValueMismatch,68300,68301,E,68299,F
ValueMismatch,68300,68301,10.5,68299,32.1
ValueMismatch,68400,68401,A,68399,C
ValueMismatch,68400,68401,F,68399,G
ValueMismatch,68400,68401,1.5,68399,32.1
ValueMismatch,68500,68501,E,68499,F
ValueMismatch,68500,68501,32.1,68499,1.5
ValueMismatch,68600,68601,C,68599,B
ValueMismatch,68600,68601,E,68599,G
ValueMismatch,68600,68601,10.5,68599,32.1
ValueMismatch,68700,68701,C,68699,B
ValueMismatch,68700,68701,F,68699,G
ValueMismatch,68700,68701,10.5,68699,32.1
ValueMismatch,68800,68801,A,68799,C
ValueMismatch,68800,68801,F,68799,E
ValueMismatch,68900,68901,A,68899,C
ValueMismatch,68900,68901,E,68899,G
ValueMismatch,68900,68901,32.1,68899,10.5
ValueMismatch,69000,69001,E,68999,F
ValueMismatch,69100,69101,C,69099,B
ValueMismatch,69100,69101,E,69099,F
ValueMismatch,69100,69101,32.1,69099,10.5
ValueMismatch,69200,69201,A,69199,C
ValueMismatch,69200,69201,32.1,69199,10.5
ValueMismatch,69300,69301,B,69299,A
ValueMismatch,69300,69301,E,69299,F
ValueMismatch,69400,69401,A,69399,C
ValueMismatch,69400,69401,E,69399,G
ValueMismatch,69400,69401,32.1,69399,10.5
ValueMismatch,69500,69501,F,69499,E
ValueMismatch,69600,69601,B,69599,C
ValueMismatch,69600,69601,E,69599,G
ValueMismatch,69600,69601,1.5,69599,32.1
ValueMismatch,69700,69701,G,69699,E
ValueMismatch,69700,69701,32.1,69699,1.5
ValueMismatch,69800,69801,C,69799,A
ValueMismatch,69800,69801,G,69799,F
ValueMismatch,69800,69801,1.5,69799,32.1
ValueMismatch,69900,69901,F,69899,G
ValueMismatch,70000,70001,F,69999,G
ValueMismatch,70000,70001,10.5,69999,1.5
ValueMismatch,70100,70101,B,70099,A
ValueMismatch,70200,70201,E,70199,G
ValueMismatch,70200,70201,10.5,70199,32.1
ValueMismatch,70300,70301,G,70299,F
ValueMismatch,70300,70301,32.1,70299,10.5
ValueMismatch,70400,70401,A,70399,B
ValueMismatch,70400,70401,E,70399,F
ValueMismatch,70400,70401,32.1,70399,1.5
ValueMismatch,70500,70501,B,70499,A
ValueMismatch,70500,70501,F,70499,G
ValueMismatch,70500,70501,10.5,70499,32.1
ValueMismatch,70600,70601,10.5,70599,1.5
ValueMismatch,70700,70701,G,70699,F
ValueMismatch,70700,70701,10.5,70699,1.5
ValueMismatch,70800,70801,G,70799,F
ValueMismatch,70800,70801,1.5,70799,10.5
ValueMismatch,70900,70901,B,70899,C
ValueMismatch,71000,71001,B,70999,A
ValueMismatch,71000,71001,G,70999,E
ValueMismatch,71000,71001,1.5,70999,10.5
ValueMismatch,71100,71101,A,71099,B
ValueMismatch,71100,71101,F,71099,G
ValueMismatch,71200,71201,A,71199,B
ValueMismatch,71200,71201,E,71199,F
ValueMismatch,71200,71201,10.5,71199,1.5
ValueMismatch,71300,71301,A,71299,B
ValueMismatch,71300,71301,G,71299,E
ValueMismatch,71300,71301,1.5,71299,32.1
ValueMismatch,71400,71401,C,71399,A
ValueMismatch,71400,71401,E,71399,G
ValueMismatch,71500,71501,G,71499,F
ValueMismatch,71500,71501,10.5,71499,32.1
ValueMismatch,71600,71601,E,71599,F
ValueMismatch,71600,71601,32.1,71599,10.5
ValueMismatch,71700,71701,B,71699,C
ValueMismatch,71700,71701,E,71699,G
ValueMismatch,71700,71701,1.5,71699,32.1
ValueMismatch,71800,71801,A,71799,B
ValueMismatch,71800,71801,E,71799,F
ValueMismatch,71800,71801,1.5,71799,10.5
ValueMismatch,71900,71901,F,71899,G
ValueMismatch,72100,72101,A,72099,B
ValueMismatch,72100,72101,G,72099,E
ValueMismatch,72200,72201,A,72199,B
ValueMismatch,72200,72201,G,72199,E
ValueMismatch,72200,72201,1.5,72199,32.1
ValueMismatch,72300,72301,C,72299,A
ValueMismatch,72300,72301,E,72299,G
ValueMismatch,72300,72301,10.5,72299,32.1
ValueMismatch,72500,72501,C,72499,A
ValueMismatch,72500,72501,F,72499,G
ValueMismatch,72600,72601,A,72599,C
ValueMismatch,72600,72601,G,72599,E
ValueMismatch,72600,72601,32.1,72599,1.5
ValueMismatch,72700,72701,10.5,72699,32.1
ValueMismatch,72800,72801,C,72799,A
ValueMismatch,72800,72801,E,72799,F
ValueMismatch,72800,72801,1.5,72799,32.1
ValueMismatch,72900,72901,A,72899,B
ValueMismatch,72900,72901,G,72899,E
ValueMismatch,72900,72901,10.5,72899,32.1
ValueMismatch,73000,73001,C,72999,B
ValueMismatch,73000,73001,1.5,72999,10.5
ValueMismatch,73100,73101,1.5,73099,32.1
ValueMismatch,73200,73201,32.1,73199,10.5
ValueMismatch,73300,73301,B,73299,C
ValueMismatch,73300,73301,E,73299,G
ValueMismatch,73300,73301,10.5,73299,1.5
ValueMismatch,73400,73401,A,73399,B
ValueMismatch,73400,73401,32.1,73399,10.5
ValueMismatch,73500,73501,E,73499,G
ValueMismatch,73600,73601,A,73599,B
ValueMismatch,73600,73601,E,73599,G
ValueMismatch,73700,73701,B,73699,C
ValueMismatch,73700,73701,F,73699,E
ValueMismatch,73700,73701,32.1,73699,1.5
ValueMismatch,73800,73801,C,73799,B
ValueMismatch,73800,73801,32.1,73799,10.5
ValueMismatch,73900,73901,C,73899,A
ValueMismatch,73900,73901,G,73899,F
ValueMismatch,74000,74001,1.5,73999,32.1
ValueMismatch,74100,74101,C,74099,B
ValueMismatch,74100,74101,1.5,74099,10.5
ValueMismatch,74200,74201,E,74199,G
ValueMismatch,74200,74201,32.1,74199,10.5
ValueMismatch,74300,74301,C,74299,B
ValueMismatch,74300,74301,F,74299,E
ValueMismatch,74300,74301,32.1,74299,10.5
ValueMismatch,74400,74401,A,74399,B
ValueMismatch,74400,74401,F,74399,G
ValueMismatch,74500,74501,B,74499,A
ValueMismatch,74500,74501,F,74499,G
ValueMismatch,74500,74501,1.5,74499,32.1
ValueMismatch,74600,74601,B,74599,A
ValueMismatch,74600,74601,E,74599,F
ValueMismatch,74700,74701,E,74699,F
ValueMismatch,74800,74801,32.1,74799,10.5
ValueMismatch,74900,74901,F,74899,E
ValueMismatch,75000,75001,B,74999,A
ValueMismatch,75000,75001,F,74999,G
ValueMismatch,75000,75001,10.5,74999,32.1
ValueMismatch,75100,75101,A,75099,B
ValueMismatch,75100,75101,E,75099,G
ValueMismatch,75100,75101,32.1,75099,1.5
ValueMismatch,75200,75201,C,75199,A
ValueMismatch,75200,75201,1.5,75199,32.1
ValueMismatch,75300,75301,A,75299,C
ValueMismatch,75300,75301,E,75299,G
ValueMismatch,75300,75301,10.5,75299,32.1
ValueMismatch,75400,75401,F,75399,E
ValueMismatch,75400,75401,10.5,75399,32.1
ValueMismatch,75500,75501,A,75499,B
ValueMismatch,75600,75601,B,75599,C
ValueMismatch,75600,75601,G,75599,F
ValueMismatch,75600,75601,10.5,75599,1.5
ValueMismatch,75700,75701,1.5,75699,32.1
ValueMismatch,75800,75801,A,75799,C
ValueMismatch,75800,75801,G,75799,E
ValueMismatch,75800,75801,32.1,75799,10.5
ValueMismatch,75900,75901,32.1,75899,10.5
ValueMismatch,76000,76001,B,75999,C
ValueMismatch,76000,76001,E,75999,G
ValueMismatch,76000,76001,10.5,75999,1.5
ValueMismatch,76100,76101,F,76099,G
ValueMismatch,76100,76101,1.5,76099,32.1
ValueMismatch,76200,76201,C,76199,A
ValueMismatch,76200,76201,10.5,76199,1.5
ValueMismatch,76300,76301,B,76299,C
ValueMismatch,76300,76301,G,76299,F
ValueMismatch,76300,76301,1.5,76299,32.1
ValueMismatch,76400,76401,C,76399,A
ValueMismatch,76400,76401,F,76399,G
ValueMismatch,76400,76401,10.5,76399,32.1
ValueMismatch,76500,76501,B,76499,C
ValueMismatch,76500,76501,10.5,76499,32.1
ValueMismatch,76600,76601,C,76599,B
ValueMismatch,76600,76601,F,76599,G
ValueMismatch,76600,76601,1.5,76599,10.5
ValueMismatch,76700,76701,A,76699,B
ValueMismatch,76700,76701,10.5,76699,1.5
ValueMismatch,76800,76801,A,76799,B
ValueMismatch,76900,76901,C,76899,A
ValueMismatch,76900,76901,10.5,76899,32.1
ValueMismatch,77000,77001,B,76999,A
ValueMismatch,77000,77001,F,76999,E
ValueMismatch,77000,77001,10.5,76999,1.5
ValueMismatch,77100,77101,1.5,77099,10.5
ValueMismatch,77200,77201,A,77199,B
ValueMismatch,77200,77201,E,77199,G
ValueMismatch,77200,77201,10.5,77199,32.1
ValueMismatch,77300,77301,C,77299,A
ValueMismatch,77300,77301,E,77299,G
ValueMismatch,77300,77301,32.1,77299,1.5
ValueMismatch,77400,77401,A,77399,B
ValueMismatch,77400,77401,G,77399,E
ValueMismatch,77500,77501,C,77499,A
ValueMismatch,77500,77501,10.5,77499,32.1
ValueMismatch,77600,77601,C,77599,B
ValueMismatch,77600,77601,10.5,77599,1.5
ValueMismatch,77700,77701,B,77699,A
ValueMismatch,77700,77701,G,77699,F
ValueMismatch,77800,77801,C,77799,A
ValueMismatch,77800,77801,10.5,77799,32.1
ValueMismatch,77900,77901,E,77899,G
ValueMismatch,78200,78201,C,78199,A
ValueMismatch,78200,78201,E,78199,G
ValueMismatch,78200,78201,10.5,78199,1.5
ValueMismatch,78400,78401,B,78399,C
ValueMismatch,78400,78401,32.1,78399,10.5
ValueMismatch,78500,78501,A,78499,B
ValueMismatch,78500,78501,1.5,78499,32.1
ValueMismatch,78600,78601,A,78599,C
ValueMismatch,78600,78601,F,78599,G
ValueMismatch,78600,78601,10.5,78599,32.1
ValueMismatch,78700,78701,A,78699,B
ValueMismatch,78700,78701,E,78699,F
ValueMismatch,78800,78801,A,78799,B
ValueMismatch,78800,78801,32.1,78799,10.5
ValueMismatch,78900,78901,E,78899,F
ValueMismatch,78900,78901,10.5,78899,1.5
ValueMismatch,79000,79001,C,78999,B
ValueMismatch,79000,79001,1.5,78999,32.1
ValueMismatch,79100,79101,G,79099,F
ValueMismatch,79200,79201,B,79199,C
ValueMismatch,79200,79201,F,79199,E
ValueMismatch,79200,79201,10.5,79199,32.1
ValueMismatch,79300,79301,E,79299,F
ValueMismatch,79400,79401,A,79399,B
ValueMismatch,79400,79401,10.5,79399,32.1
ValueMismatch,79500,79501,A,79499,C
ValueMismatch,79600,79601,C,79599,B
ValueMismatch,79600,79601,E,79599,G
ValueMismatch,79600,79601,32.1,79599,1.5
ValueMismatch,79700,79701,A,79699,B
ValueMismatch,79700,79701,E,79699,G
ValueMismatch,79800,79801,G,79799,F
ValueMismatch,79800,79801,10.5,79799,32.1
ValueMismatch,79900,79901,10.5,79899,32.1
ValueMismatch,80000,80001,B,79999,A
ValueMismatch,80100,80101,A,80099,C
ValueMismatch,80100,80101,G,80099,F
ValueMismatch,80200,80201,C,80199,A
ValueMismatch,80200,80201,F,80199,E
ValueMismatch,80300,80301,1.5,80299,10.5
ValueMismatch,80500,80501,B,80499,C
ValueMismatch,80500,80501,G,80499,E
ValueMismatch,80500,80501,32.1,80499,10.5
ValueMismatch,80600,80601,B,80599,A
ValueMismatch,80600,80601,E,80599,F
ValueMismatch,80600,80601,32.1,80599,10.5
ValueMismatch,80700,80701,C,80699,A
ValueMismatch,80700,80701,1.5,80699,10.5
ValueMismatch,80800,80801,E,80799,G
ValueMismatch,80800,80801,10.5,80799,1.5
ValueMismatch,80900,80901,C,80899,A
ValueMismatch,80900,80901,F,80899,G
ValueMismatch,80900,80901,10.5,80899,32.1
ValueMismatch,81000,81001,B,80999,C
ValueMismatch,81000,81001,G,80999,F
ValueMismatch,81000,81001,1.5,80999,10.5
ValueMismatch,81100,81101,B,81099,C
ValueMismatch,81100,81101,1.5,81099,32.1
ValueMismatch,81200,81201,A,81199,C
ValueMismatch,81300,81301,B,81299,C
ValueMismatch,81300,81301,10.5,81299,32.1
ValueMismatch,81400,81401,B,81399,C
ValueMismatch,81400,81401,F,81399,G
ValueMismatch,81400,81401,32.1,81399,1.5
ValueMismatch,81500,81501,1.5,81499,10.5
ValueMismatch,81600,81601,B,81599,A
ValueMismatch,81600,81601,1.5,81599,32.1
ValueMismatch,81700,81701,F,81699,E
ValueMismatch,81700,81701,32.1,81699,10.5
ValueMismatch,81800,81801,A,81799,C
ValueMismatch,81800,81801,E,81799,G
ValueMismatch,81800,81801,1.5,81799,10.5
ValueMismatch,81900,81901,C,81899,A
ValueMismatch,82100,82101,B,82099,C
ValueMismatch,82100,82101,F,82099,E
ValueMismatch,82100,82101,1.5,82099,32.1
ValueMismatch,82200,82201,B,82199,C
ValueMismatch,82200,82201,10.5,82199,1.5
ValueMismatch,82300,82301,B,82299,C
ValueMismatch,82300,82301,E,82299,G
ValueMismatch,82300,82301,10.5,82299,32.1
ValueMismatch,82400,82401,C,82399,B
ValueMismatch,82400,82401,F,82399,E
ValueMismatch,82500,82501,C,82499,B
ValueMismatch,82500,82501,E,82499,F
ValueMismatch,82500,82501,10.5,82499,32.1
ValueMismatch,82600,82601,C,82599,A
ValueMismatch,82700,82701,C,82699,B
ValueMismatch,82700,82701,E,82699,G
ValueMismatch,82800,82801,B,82799,A
ValueMismatch,82800,82801,F,82799,G
ValueMismatch,82800,82801,32.1,82799,10.5
ValueMismatch,82900,82901,F,82899,E
ValueMismatch,82900,82901,32.1,82899,10.5
ValueMismatch,83000,83001,A,82999,C
ValueMismatch,83100,83101,E,83099,G
ValueMismatch,83200,83201,G,83199,E
ValueMismatch,83300,83301,F,83299,G
ValueMismatch,83300,83301,1.5,83299,10.5
ValueMismatch,83400,83401,B,83399,C
ValueMismatch,83500,83501,C,83499,B
ValueMismatch,83600,83601,B,83599,C
ValueMismatch,83600,83601,E,83599,G
ValueMismatch,83700,83701,A,83699,B
ValueMismatch,83700,83701,E,83699,G
ValueMismatch,83700,83701,32.1,83699,1.5
ValueMismatch,83800,83801,10.5,83799,32.1
ValueMismatch,83900,83901,B,83899,C
ValueMismatch,84000,84001,10.5,83999,32.1
ValueMismatch,84100,84101,B,84099,A
ValueMismatch,84100,84101,32.1,84099,10.5
ValueMismatch,84200,84201,E,84198,G
ValueMismatch,84300,84301,F,84298,G
ValueMismatch,84300,84301,1.5,84298,10.5
ValueMismatch,84400,84401,A,84398,B
ValueMismatch,84400,84401,G,84398,F
ValueMismatch,84400,84401,10.5,84398,1.5
ValueMismatch,84500,84501,B,84498,C
ValueMismatch,84500,84501,1.5,84498,10.5
ValueMismatch,84600,84601,G,84598,E
ValueMismatch,84600,84601,1.5,84598,10.5
ValueMismatch,84700,84701,32.1,84698,1.5
ValueMismatch,84800,84801,B,84798,C
ValueMismatch,84800,84801,E,84798,F
ValueMismatch,84800,84801,10.5,84798,32.1
ValueMismatch,84900,84901,32.1,84898,10.5
ValueMismatch,85000,85001,B,84998,A
ValueMismatch,85000,85001,F,84998,E
ValueMismatch,85000,85001,1.5,84998,32.1
ValueMismatch,85100,85101,C,85098,A
ValueMismatch,85100,85101,F,85098,G
ValueMismatch,85100,85101,32.1,85098,10.5
ValueMismatch,85200,85201,A,85198,C
ValueMismatch,85200,85201,F,85198,E
ValueMismatch,85200,85201,32.1,85198,10.5
ValueMismatch,85300,85301,A,85298,C
ValueMismatch,85300,85301,E,85298,F
ValueMismatch,85300,85301,10.5,85298,1.5
ValueMismatch,85400,85401,A,85398,C
ValueMismatch,85500,85501,B,85498,C
ValueMismatch,85500,85501,F,85498,E
ValueMismatch,85600,85601,E,85598,G
ValueMismatch,85600,85601,1.5,85598,32.1
ValueMismatch,85700,85701,1.5,85698,32.1
ValueMismatch,85800,85801,F,85798,G
ValueMismatch,85900,85901,G,85898,F
ValueMismatch,85900,85901,32.1,85898,1.5
ValueMismatch,86000,86001,B,85998,A
ValueMismatch,86000,86001,G,85998,E
ValueMismatch,86000,86001,10.5,85998,32.1
ValueMismatch,86100,86101,G,86098,E
ValueMismatch,86200,86201,C,86198,A
ValueMismatch,86200,86201,32.1,86198,1.5
ValueMismatch,86300,86301,C,86298,B
ValueMismatch,86300,86301,E,86298,F
ValueMismatch,86400,86401,1.5,86398,10.5
ValueMismatch,86500,86501,B,86498,C
ValueMismatch,86500,86501,G,86498,E
ValueMismatch,86500,86501,10.5,86498,32.1
ValueMismatch,86600,86601,G,86598,E
ValueMismatch,86600,86601,1.5,86598,10.5
ValueMismatch,86700,86701,A,86698,B
ValueMismatch,86700,86701,E,86698,F
ValueMismatch,86700,86701,1.5,86698,10.5
ValueMismatch,86800,86801,B,86798,A
ValueMismatch,86800,86801,10.5,86798,32.1
ValueMismatch,86900,86901,C,86898,B
ValueMismatch,86900,86901,E,86898,F
ValueMismatch,86900,86901,1.5,86898,10.5
ValueMismatch,87000,87001,1.5,86998,10.5
ValueMismatch,87100,87101,E,87098,F
ValueMismatch,87200,87201,B,87198,A
ValueMismatch,87200,87201,F,87198,G
ValueMismatch,87200,87201,32.1,87198,1.5
ValueMismatch,87300,87301,C,87298,B
ValueMismatch,87300,87301,G,87298,E
ValueMismatch,87300,87301,1.5,87298,10.5
ValueMismatch,87400,87401,F,87398,G
ValueMismatch,87500,87501,A,87498,C
ValueMismatch,87500,87501,E,87498,F
ValueMismatch,87500,87501,10.5,87498,1.5
ValueMismatch,87600,87601,10.5,87598,1.5
ValueMismatch,87700,87701,B,87698,C
ValueMismatch,87700,87701,F,87698,E
ValueMismatch,87700,87701,1.5,87698,32.1
ValueMismatch,87800,87801,B,87798,C
ValueMismatch,87800,87801,G,87798,F
ValueMismatch,87900,87901,B,87898,A
ValueMismatch,88000,88001,E,87998,G
ValueMismatch,88100,88101,C,88098,A
ValueMismatch,88200,88201,B,88198,C
ValueMismatch,88200,88201,1.5,88198,32.1
ValueMismatch,88300,88301,C,88298,A
ValueMismatch,88300,88301,E,88298,G
ValueMismatch,88300,88301,32.1,88298,1.5
ValueMismatch,88400,88401,A,88398,C
ValueMismatch,88400,88401,10.5,88398,32.1
ValueMismatch,88500,88501,B,88498,A
ValueMismatch,88500,88501,1.5,88498,32.1
ValueMismatch,88600,88601,G,88598,F
ValueMismatch,88600,88601,32.1,88598,1.5
ValueMismatch,88700,88701,A,88698,C
ValueMismatch,88700,88701,E,88698,G
ValueMismatch,88700,88701,10.5,88698,1.5
ValueMismatch,88800,88801,A,88798,C
ValueMismatch,88800,88801,G,88798,E
ValueMismatch,88800,88801,10.5,88798,32.1
ValueMismatch,88900,88901,32.1,88898,10.5
ValueMismatch,89000,89001,A,88998,B
ValueMismatch,89000,89001,F,88998,E
ValueMismatch,89000,89001,32.1,88998,10.5
ValueMismatch,89200,89201,B,89198,A
ValueMismatch,89200,89201,E,89198,G
ValueMismatch,89200,89201,1.5,89198,32.1
ValueMismatch,89300,89301,B,89298,A
ValueMismatch,89300,89301,F,89298,E
